,"data[, 1]",default,Predicted_data,CreditLimit,Sex,Education,MaritalStatus,Age,RPStatusSep,RPStatusAug,RPStatusJuly,RPStatusJune,RPStatusApril,BILL_AMT_August,BILL_AMT_July,BILL_AMT_May,BILL_AMT_April,PAY_AMT_Sept,PAY_AMT_August,PAY_AMT_July,PAY_AMT_June,PAY_AMT_May,PAY_AMT_April,Predicted_data
17291,17291,0,0,230000,2,2,1,34,0,-1,-1,-1,-1,380,380,103030,380,380,380,2350,103030,380,1570,0
17295,17295,0,1,30000,2,3,1,31,2,3,2,2,0,29280,30206,29731,29047,0,1700,1100,3,1053,1303,1
17301,17301,0,0,110000,2,3,1,39,0,0,0,0,0,106808,75540,74785,76079,4023,2805,3406,2670,2751,2772,0
17307,17307,0,0,20000,2,2,2,40,-1,-1,-1,-1,-2,748,-2,0,0,748,0,223,0,0,2016,0
17312,17312,1,0,200000,2,3,2,49,1,-2,-1,-1,-2,0,3614,0,0,0,3614,721,0,0,6728,0
17313,17313,1,0,60000,2,3,1,48,-1,-1,-1,-1,-1,5471,8422,3910,2431,5491,9683,4377,3918,2431,2120,0
17315,17315,0,0,40000,2,3,1,30,1,2,0,0,0,39724,39475,38339,38665,9,2143,1606,1500,1410,1507,0
17323,17323,0,0,390000,2,2,2,31,0,0,2,0,0,106464,88653,71559,72492,7600,20,3510,3349,3000,6000,0
17330,17330,0,0,200000,2,2,2,36,0,0,0,0,0,140982,145038,148989,130481,5048,6726,5451,5774,4739,5500,0
17338,17338,0,0,430000,2,3,2,30,0,0,0,0,0,147550,106901,83264,62618,6215,3050,2511,5110,2005,5046,0
17344,17344,0,0,170000,2,2,2,31,0,0,0,-1,-2,21386,0,0,0,1700,0,522,0,0,0,0
17345,17345,0,0,210000,2,1,1,34,-1,-1,-1,-1,-1,16585,9396,9506,4837,16585,10455,16992,9509,4837,11899,0
17346,17346,0,0,130000,2,2,1,34,0,0,0,0,-2,24462,15720,0,0,3057,1047,0,0,0,0,0
17353,17353,0,0,50000,2,2,2,46,0,0,0,0,0,44808,44899,47273,48357,2100,2100,2500,2000,2000,3000,0
17358,17358,0,0,200000,2,1,2,41,-1,-1,-1,-1,-1,2502,21699,3392,4343,2502,21699,3003,3392,4343,326,0
17362,17362,0,0,100000,2,2,1,42,1,2,2,-2,-2,3020,0,0,0,0,0,0,0,0,0,0
17363,17363,0,0,50000,2,2,2,38,0,0,0,0,2,10513,9922,8385,7862,3000,1200,1800,0,1600,0,0
17370,17370,0,0,50000,2,2,2,48,0,0,0,0,0,51870,53164,26609,27178,1902,2176,2064,1098,2134,1139,0
17371,17371,0,0,160000,2,3,2,39,0,0,0,0,0,155866,159005,118904,119243,5559,7677,6039,4176,4300,4576,0
17375,17375,1,1,50000,2,3,1,46,2,2,2,2,0,48101,49060,9306,8962,2500,2400,4,503,1109,703,1
17377,17377,0,0,70000,2,2,1,42,0,0,0,0,0,24741,25074,26341,26093,1702,1424,1717,1080,1094,969,0
17382,17382,0,0,220000,2,2,1,41,0,0,0,0,0,126532,90013,86139,83743,5005,4500,4006,3000,3000,3000,0
17386,17386,0,0,250000,2,2,1,35,-2,-2,-2,-2,-1,42849,24502,33754,4418,45000,25000,15167,80000,5000,6000,0
17389,17389,1,1,130000,2,2,2,44,2,0,0,2,2,73086,78411,81311,83048,2700,6500,3200,3500,3200,3300,1
17391,17391,0,0,360000,2,1,1,42,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17394,17394,1,1,100000,2,3,1,46,2,2,2,2,2,42674,45983,47759,46865,0,4000,2000,1900,0,2000,1
17400,17400,0,0,60000,2,2,2,36,0,0,0,0,0,56597,50766,31606,30820,2000,5015,2000,3000,1300,1500,0
17407,17407,0,0,350000,2,3,1,36,0,0,0,0,0,41593,40375,36416,34875,2000,2000,2000,1200,1200,1500,0
17414,17414,1,1,30000,2,2,2,47,2,2,2,2,2,16039,17080,17521,17893,1500,1600,800,800,800,800,1
17415,17415,0,0,230000,2,0,2,47,-1,-1,-1,2,-1,5743,1336,5425,4838,5743,1598,0,5425,4838,3840,0
17418,17418,0,0,150000,2,3,1,33,0,0,2,0,0,154848,151591,146417,137835,11150,0,4845,8046,9200,5100,0
17420,17420,0,0,250000,2,2,1,31,0,0,0,0,0,113367,93844,74553,64640,4000,4100,3010,2205,2045,2200,0
17424,17424,1,0,20000,2,3,1,36,0,0,2,0,0,17216,17541,19100,2200,3641,900,1200,1000,100,0,0
17431,17431,0,0,360000,2,1,1,45,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17434,17434,0,0,210000,2,2,2,45,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17438,17438,0,0,200000,2,2,2,30,-2,-2,-2,-2,-2,2026,4900,2451,2966,2028,4942,1508,2467,2972,6317,0
17440,17440,0,0,150000,2,1,1,31,0,0,0,0,0,145763,134887,86341,88072,10001,6712,5500,3400,3201,3403,0
17444,17444,0,0,30000,2,2,1,38,0,0,0,0,2,21022,22080,25772,26360,1650,1700,1400,3355,1146,0,0
17445,17445,0,0,130000,2,2,1,39,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17448,17448,0,0,220000,2,2,2,47,0,0,0,0,0,130527,127116,121736,119164,5100,6540,5000,5000,5000,4600,0
17451,17451,1,0,100000,2,2,1,38,0,0,0,0,0,91090,95935,28667,29549,4326,7400,2914,1500,1500,1500,0
17460,17460,0,0,300000,2,1,1,32,-1,-1,-1,-1,0,1589,2039,13804,11600,1589,2039,13926,1304,0,5355,0
17463,17463,0,0,190000,2,2,1,46,0,0,0,0,0,114690,110884,87619,92418,8000,5000,12028,5000,10418,5000,0
17468,17468,0,0,180000,2,2,2,29,0,0,0,0,0,146805,143134,133938,133723,6000,7000,5000,5000,5000,4679,0
17469,17469,0,0,360000,2,3,1,44,-1,-1,-1,-1,-1,1852,2068,9561,321,1861,2078,2361,9608,322,322,0
17471,17471,0,0,150000,2,2,1,44,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17472,17472,0,0,500000,2,1,1,30,0,0,0,0,0,165727,119760,60548,57212,10100,7041,4123,5039,5071,3548,0
17474,17474,1,0,10000,2,3,2,46,1,2,-1,2,0,189,3510,3551,5577,0,3510,0,300,2260,2000,0
17475,17475,0,0,180000,2,1,1,46,-1,-1,-1,-1,-1,15419,14188,9718,34322,16359,14293,11949,9737,34449,25691,0
17489,17489,1,0,50000,2,2,1,43,0,0,0,0,-2,9230,10000,0,0,1500,1000,0,0,0,0,0
17497,17497,1,1,80000,2,2,1,28,2,0,0,0,0,49884,22348,8723,7254,2158,1708,1411,4,21,220,1
17504,17504,0,0,220000,2,1,2,30,0,0,0,0,0,176733,174680,61415,61982,7000,7500,2369,2000,2078,2500,0
17508,17508,1,0,560000,2,2,1,45,0,0,0,0,0,382010,379652,334908,341884,13195,13510,14292,11553,12130,11703,0
17512,17512,0,0,30000,2,1,2,31,0,0,0,2,0,28635,30217,29302,28603,1800,3600,0,1500,1500,3300,0
17514,17514,0,0,60000,2,2,2,46,0,0,0,0,0,39558,41690,30059,13046,1870,3002,1364,10000,474,490,0
17518,17518,0,0,300000,2,2,1,36,0,0,0,0,0,138726,139649,56788,57920,6700,5800,5000,2200,2200,2600,0
17519,17519,0,0,220000,2,1,1,33,0,0,0,0,0,210183,212877,180715,171449,20000,10000,8140,8000,7000,10000,0
17526,17526,1,1,110000,2,2,1,41,2,2,2,2,2,25883,25182,28183,29869,3200,0,4200,0,2300,0,1
17529,17529,0,0,370000,2,2,2,40,-2,-1,0,0,2,191438,189957,195476,184094,191446,7002,6854,15960,0,122400,0
17530,17530,0,0,80000,2,3,0,41,0,0,0,0,0,52041,39864,38816,38850,3082,2500,2200,2000,2000,2000,0
17537,17537,0,0,160000,2,2,2,42,-1,-1,-1,-1,-1,40862,2239,19367,-1,40991,2252,553,19425,0,649,0
17538,17538,0,0,180000,2,2,1,37,0,0,0,0,0,48433,46325,48323,49416,2000,1771,1800,1750,1893,2000,0
17539,17539,0,0,130000,2,2,2,32,0,0,0,0,0,8472,9143,9713,9458,1138,1173,1138,477,400,600,0
17540,17540,0,0,30000,2,2,1,47,0,0,2,2,2,29243,31037,29969,29488,2894,2559,800,600,1000,0,0
17542,17542,1,0,20000,2,2,2,37,1,2,0,0,2,15617,16646,18819,17992,0,1285,1287,1458,0,644,0
17544,17544,0,0,20000,2,2,1,40,0,0,0,0,-1,10186,9936,230,-160,1145,1546,1400,390,73,19371,0
17548,17548,1,1,110000,2,2,1,38,2,2,0,0,2,40650,41744,47476,45355,0,1750,1750,5400,700,1000,1
17553,17553,0,0,110000,2,2,1,35,0,0,0,0,0,47686,48737,51560,52965,1600,1600,2000,2000,2000,2000,0
17557,17557,0,0,50000,2,2,2,42,0,0,0,0,0,48062,48667,24663,24854,1763,2112,1756,324,336,351,0
17559,17559,0,0,30000,2,2,1,45,1,2,2,2,2,13923,17194,17442,18016,1000,3500,0,1400,1000,1000,0
17560,17560,0,0,140000,2,2,1,46,-1,-1,-1,-1,-1,1024,264,264,264,1024,528,1024,264,264,414,0
17561,17561,1,0,50000,2,2,1,44,0,0,0,0,0,4368,5391,6528,6664,1077,1100,1106,233,241,243,0
17567,17567,0,0,80000,2,3,1,42,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17569,17569,0,0,80000,2,1,1,37,-1,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17582,17582,1,1,30000,2,2,1,42,2,2,0,0,0,28117,27761,28249,23580,0,2000,1507,3100,3100,3100,1
17583,17583,1,1,80000,2,2,1,40,2,0,0,-2,-2,82150,0,0,0,3800,0,0,0,0,0,1
17584,17584,1,0,260000,2,2,1,49,-1,-1,-1,0,0,2184,15475,8566,4741,2184,15482,2000,3000,1000,5125,0
17586,17586,1,1,20000,2,3,1,39,2,3,2,2,2,14769,15232,16119,16548,0,1000,2000,0,1000,1000,1
17588,17588,0,0,70000,2,2,2,38,1,2,2,2,2,22102,22949,23596,23078,1700,1500,1000,1000,0,2100,0
17589,17589,0,0,20000,2,2,1,43,0,0,0,0,0,7470,8492,20766,12197,1123,1145,1200,2000,3000,1000,0
17600,17600,0,0,500000,2,4,1,39,1,-1,-1,-2,-1,227,-37,-37,213,2200,0,0,0,250,0,0
17601,17601,0,0,80000,2,2,2,31,0,0,2,0,2,54207,52775,60099,61402,4500,0,2000,7100,2400,0,0
17603,17603,0,0,70000,2,3,1,37,0,0,0,0,0,72168,70177,55468,53266,2589,2511,2254,2000,2000,1766,0
17605,17605,0,0,180000,2,3,1,43,-1,-1,-1,-1,-2,0,390,0,0,0,780,780,0,0,0,0
17612,17612,0,0,170000,2,2,1,45,0,0,0,0,0,159482,161921,128038,130931,8000,6500,7000,5000,5000,5000,0
17613,17613,0,0,180000,2,2,1,32,1,2,2,0,2,150151,142421,84928,83307,7641,3,6003,5826,0,2855,0
17625,17625,1,0,180000,2,1,2,32,-1,-1,2,2,0,17816,18247,5168,0,7201,1000,0,103,0,0,0
17632,17632,0,0,420000,2,1,2,30,0,0,0,0,0,26552,15189,9199,4405,1543,2005,5000,2000,1000,240,0
17635,17635,1,1,80000,2,2,2,30,2,2,2,2,4,58920,60385,65245,63647,3700,3000,6100,2000,0,2000,1
17636,17636,0,0,220000,2,2,1,31,0,0,0,0,0,78693,78297,77817,77569,3900,3500,4000,2700,3000,10000,0
17648,17648,1,0,360000,2,1,1,37,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17658,17658,0,0,80000,2,2,1,40,0,0,0,0,0,38317,20896,22035,22496,2072,1651,1359,790,817,821,0
17662,17662,0,0,290000,2,2,1,49,-2,-2,-1,2,0,-236,11764,6863,6179,0,12000,0,0,0,0,0
17665,17665,0,0,120000,2,2,1,47,0,0,0,0,0,101458,103840,86127,67269,5100,5500,5170,3543,3000,3238,0
17676,17676,0,0,40000,2,1,1,48,0,0,0,0,0,37924,37648,39651,40794,2000,1700,2000,2000,2000,2000,0
17679,17679,0,0,250000,2,2,1,37,0,0,0,-1,0,102006,56412,23876,16891,45000,2012,72791,16891,0,5617,0
17680,17680,0,0,70000,2,1,2,34,0,0,0,0,0,40505,43333,27296,23474,5000,5000,1500,546,1000,1746,0
17681,17681,0,0,70000,2,1,1,35,0,0,0,0,0,60684,69521,37214,23807,2479,10128,4086,1348,13032,10059,0
17682,17682,1,0,300000,2,1,1,47,-1,-1,-1,-1,-1,2392,148,148,0,2392,148,148,148,0,747,0
17684,17684,0,0,70000,2,1,2,36,0,0,0,0,0,75021,71101,46898,48686,3000,2893,4231,8000,2500,1675,0
17687,17687,0,0,120000,2,2,1,34,0,0,0,0,0,116995,114061,116294,118759,4400,4137,4400,4320,4500,4600,0
17688,17688,1,1,70000,2,1,1,35,2,2,2,2,2,53185,55030,55027,58461,3500,3300,3000,0,4500,2500,1
17694,17694,0,0,20000,2,2,1,42,1,2,2,2,0,8114,10293,10329,10391,0,2479,0,515,377,617,0
17696,17696,0,0,340000,2,2,1,44,0,0,0,-1,0,171731,61404,114560,85272,8297,4951,199726,4476,3257,3497,0
17699,17699,0,0,130000,2,1,1,46,0,0,0,0,-1,16624,18932,3403,3859,1593,3000,4000,0,3860,249,0
17700,17700,0,0,340000,2,1,1,43,0,0,0,0,0,18338,20035,20315,16378,3000,2000,5000,1000,723,5000,0
17705,17705,0,0,280000,2,2,1,41,0,0,0,0,0,12848,15345,22817,37323,5000,5000,5000,5000,16000,0,0
17708,17708,0,0,90000,2,1,2,33,0,0,2,0,0,94908,89711,72263,72569,8500,0,4086,2600,3000,3000,0
17710,17710,0,0,410000,2,1,1,34,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,3996,0
17711,17711,0,1,190000,2,1,1,43,2,0,0,0,0,193660,174848,92684,100151,7305,6099,4793,3684,12251,1265,1
17713,17713,1,1,90000,2,2,2,44,2,2,2,2,2,17023,18451,20256,20785,2500,2000,0,2700,1000,0,1
17715,17715,1,1,10000,2,3,2,50,3,2,2,2,2,600,600,600,2050,0,0,0,0,1450,0,1
17719,17719,1,0,220000,2,1,1,51,-1,-1,-1,2,-2,2255,8105,150,1000,2276,8117,0,150,1000,2619,0
17722,17722,0,0,500000,2,1,1,50,-1,-1,-1,-1,-1,12574,12608,22466,1969,12610,12694,0,22600,16837,0,0
17730,17730,0,0,220000,2,2,1,51,0,0,0,0,-2,12838,8605,-5048,-5048,3010,3040,1000,0,0,0,0
17732,17732,0,0,90000,2,3,1,58,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,5156,0
17734,17734,0,0,50000,2,2,1,56,0,0,0,0,0,46993,33136,19666,19128,2000,2000,2000,1000,1259,1000,0
17741,17741,0,0,360000,2,3,1,70,-1,-1,2,2,-2,732,735,-10,-10,800,3,0,0,0,0,0
17742,17742,1,0,200000,2,3,2,63,-1,3,2,-1,-1,632,316,316,316,0,0,316,316,316,316,0
17743,17743,0,0,140000,2,2,2,53,0,0,0,0,0,9446,13271,12091,12691,1535,5004,1451,1000,1000,3194,0
17761,17761,0,0,80000,2,3,1,62,0,0,0,0,0,37257,36288,26424,27342,2100,2100,2400,1100,1500,1500,0
17762,17762,1,1,50000,2,2,1,55,2,0,0,0,0,41768,42561,7606,11267,1674,2079,2001,500,4423,4000,1
17767,17767,0,0,130000,2,3,2,55,0,0,0,0,0,121544,128243,101158,95895,10063,20000,10009,10000,5000,5000,0
17772,17772,0,0,70000,2,3,2,60,0,0,0,0,0,11091,12117,13407,13692,1184,1210,1218,500,500,543,0
17774,17774,0,0,100000,2,3,1,58,0,0,0,0,0,98389,97831,78063,79707,3589,3656,3677,2763,2787,2881,0
17775,17775,1,1,110000,2,2,1,54,2,2,2,0,2,94938,91453,96509,93773,3400,0,3290,7000,0,3500,1
17781,17781,0,0,100000,2,3,1,60,-1,-1,3,2,-1,4944,4709,2267,2168,7300,0,0,2300,2168,2300,0
17785,17785,1,0,30000,2,2,1,55,0,0,0,0,-2,14647,15525,0,0,1647,1525,0,0,0,0,0
17788,17788,0,1,50000,1,2,1,64,2,3,2,2,0,27682,28403,28202,30008,0,1459,0,1013,2264,0,1
17789,17789,0,1,140000,1,3,1,58,2,0,0,0,0,98702,96753,92182,88818,4520,4034,5050,6034,3202,5000,1
17790,17790,0,0,20000,1,2,2,27,-1,2,-1,-1,-1,390,390,780,0,0,390,0,780,0,0,0
17793,17793,0,0,50000,1,3,2,24,0,0,0,0,0,30786,30285,12668,10880,1627,3053,2005,550,400,1000,0
17797,17797,0,0,210000,2,1,1,54,-1,-1,-1,-1,-1,6545,11755,3974,0,6555,11800,5818,4015,0,0,0
17798,17798,1,0,50000,1,3,2,23,-1,-1,2,0,-2,4249,4038,0,0,2500,0,1500,0,0,0,0
17799,17799,1,1,30000,1,1,2,24,2,0,0,0,0,27080,25933,28754,17491,1400,1800,1100,3000,500,1000,1
17803,17803,0,0,80000,1,5,2,24,0,0,0,0,0,50195,44410,20650,0,2121,2358,3123,1500,0,0,0
17808,17808,0,0,100000,1,2,2,23,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,0
17810,17810,1,0,140000,1,2,2,24,-1,-1,-1,-1,-1,-148,8431,5040,7838,0,8579,11034,5040,7838,11737,0
17814,17814,0,0,50000,1,2,2,24,0,0,0,0,0,48512,43701,9727,9606,1800,2000,1118,1000,500,1000,0
17821,17821,0,0,100000,1,2,2,25,0,0,-1,-1,-1,48285,390,390,390,1000,390,390,390,390,390,0
17829,17829,0,0,50000,1,1,2,25,0,0,0,0,0,48208,48265,19790,17790,1845,1967,1400,396,0,0,0
17837,17837,1,1,110000,1,2,2,24,2,2,2,2,2,101402,104878,102220,107970,5500,6600,3700,0,7500,0,1
17842,17842,0,0,10000,1,2,2,23,-1,-1,-1,-1,-1,1863,0,390,780,1863,0,390,390,780,0,0
17846,17846,0,0,130000,1,2,2,22,0,0,0,0,0,98341,132260,51104,50536,5601,103012,3965,3508,3011,3033,0
17851,17851,0,0,120000,1,2,2,28,0,0,0,0,0,71355,72962,33358,16829,3000,2830,1600,3600,300,1000,0
17852,17852,0,0,20000,1,2,2,26,1,2,2,2,0,15615,18047,17122,0,0,3000,0,0,0,0,0
17859,17859,0,0,80000,1,2,2,26,-2,-2,-2,-2,-2,-10,-10,16587,0,0,0,0,16597,0,0,0
17862,17862,0,0,20000,1,2,2,28,0,0,0,0,0,10265,12086,13660,14288,2000,2000,1600,1000,1000,1000,0
17865,17865,0,0,240000,1,1,2,27,-1,-1,-1,-1,-1,1928,4879,12614,7922,5534,4879,11650,12614,7922,6980,0
17869,17869,1,0,100000,1,2,2,28,0,0,0,0,0,10664,12183,15129,15732,2000,2000,2000,2000,1000,2000,0
17878,17878,0,0,20000,1,2,2,27,0,0,0,0,0,17016,18356,38688,19897,1600,1621,1293,830,1548,626,0
17883,17883,0,0,220000,1,2,2,28,0,0,0,0,0,60200,60360,57287,62208,6000,3037,4000,4000,15000,3000,0
17887,17887,0,0,220000,1,1,2,28,0,0,0,0,0,24203,24081,20952,18340,3000,2000,2000,1000,1200,900,0
17897,17897,1,0,40000,1,2,2,27,1,3,2,0,0,40568,39620,38569,70659,0,7,2500,1500,1500,2976,0
17898,17898,0,0,110000,1,1,2,27,0,0,0,0,0,90120,93661,99667,102978,5000,5000,5000,5000,5000,4000,0
17906,17906,0,0,50000,1,2,2,30,0,0,0,0,-2,21062,6495,0,0,2000,2000,1000,0,0,0,0
17908,17908,1,0,50000,1,2,2,32,-1,-1,2,0,-1,5486,3787,1473,390,5486,0,1000,0,390,1090,0
17912,17912,1,0,20000,1,2,1,38,0,0,0,0,0,11191,12219,15773,17515,3000,1210,2000,2000,2000,1200,0
17915,17915,0,0,250000,1,1,1,40,0,0,0,0,0,6225,3645,3700,1190,3039,2000,1000,1000,0,90403,0
17916,17916,1,1,50000,1,3,1,32,2,2,3,2,2,39589,40160,41526,42209,2500,1500,1600,1700,1500,3600,1
17923,17923,0,0,390000,1,3,1,49,0,0,0,0,0,281836,284397,285615,282611,12000,13000,12000,12000,10266,9800,0
17926,17926,0,0,190000,1,2,1,38,0,0,0,0,0,194690,189950,192638,189113,9000,8400,8800,7500,7100,7450,0
17935,17935,0,0,150000,1,1,3,45,0,0,0,0,0,111178,32220,34164,34878,3000,1300,1300,1200,1200,0,0
17936,17936,0,0,70000,1,3,1,37,0,0,0,0,0,70978,70949,68100,68677,2721,2714,2632,2600,2800,2573,0
17937,17937,0,0,50000,1,2,2,37,0,0,0,0,0,48970,46220,27056,28452,2314,2261,2500,2000,2000,1500,0
17939,17939,0,0,330000,1,1,1,40,0,0,0,0,0,314927,322077,170008,174723,12500,13306,6000,6000,7333,8000,0
17943,17943,0,0,150000,1,3,2,30,0,0,0,0,0,47272,141568,96017,79743,3095,135332,2848,2330,2204,2100,0
17945,17945,1,0,120000,1,1,1,42,0,0,2,2,0,9591,10687,11420,12081,2000,1400,1700,0,1000,700,0
17950,17950,0,0,100000,1,3,1,49,0,0,0,0,0,74983,71958,68769,68955,2659,2656,2372,2360,2574,2759,0
17952,17952,0,0,170000,1,2,1,36,1,2,0,0,0,139482,139869,141431,149946,7,6513,6548,5300,11001,0,0
17957,17957,0,0,50000,1,3,2,45,0,0,0,0,0,34725,33219,29425,29747,1857,1851,1820,1057,3300,0,0
17958,17958,0,0,300000,1,2,1,39,-1,-1,-2,-2,-2,592,1049,-25,-25,598,1057,0,0,0,0,0
17959,17959,0,0,130000,1,2,2,32,0,0,0,0,0,31030,40523,78769,82478,10000,10000,15000,25000,5000,5000,0
17960,17960,1,1,80000,1,1,2,33,2,2,2,2,2,65537,69361,72524,74068,0,5500,0,6000,3000,0,1
17963,17963,0,0,220000,1,1,2,48,0,0,0,0,0,115294,117945,126780,129570,5600,6000,16000,0,5000,6300,0
17966,17966,0,0,200000,1,1,1,49,1,-1,-1,-1,-1,492,0,320,732,492,0,489,320,732,5335,0
17974,17974,1,1,30000,1,1,2,33,4,3,2,2,2,21657,21022,22983,25607,0,0,3000,0,3000,0,1
17982,17982,0,0,170000,1,3,2,44,0,0,0,0,0,170965,172541,137410,136680,12275,10000,8009,6000,30000,5322,0
17984,17984,0,0,210000,1,1,1,42,-1,-1,-1,-1,-1,3517,4412,3578,4075,3527,4425,2708,3588,4087,1841,0
18001,18001,1,0,160000,1,2,2,37,1,2,2,0,0,101325,98706,90588,92533,4300,0,4200,3238,3400,3550,0
18005,18005,0,0,300000,1,2,2,35,0,0,0,0,0,276536,206885,170540,152188,40006,26531,10017,9123,10259,5079,0
18007,18007,0,0,800000,1,1,2,46,-2,-2,-2,-1,-1,4636,3810,1957,3175,4644,3832,6219,1961,3183,27201,0
18012,18012,0,0,50000,1,2,2,37,0,0,0,0,0,48206,48659,48241,49196,2088,2120,1750,1700,1800,2023,0
18018,18018,0,0,50000,1,3,2,46,0,0,0,0,0,48923,48924,19492,19582,2326,2000,1235,622,1000,1000,0
18019,18019,0,0,50000,1,1,2,34,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
18024,18024,0,0,170000,1,1,1,39,-2,-2,-2,-2,-2,0,905,0,0,0,905,0,0,0,0,0
18029,18029,0,0,20000,1,3,2,31,0,0,0,0,0,13627,11974,10469,9380,10009,2004,5013,3010,3690,4384,0
18036,18036,1,1,100000,1,2,2,38,2,0,0,0,-1,98751,32099,9960,10000,3910,1733,1000,1149,10000,0,1
18041,18041,0,0,50000,1,3,1,47,-1,0,-1,-1,0,2522,5500,21056,20061,1000,5500,21709,916,1161,1884,0
18043,18043,0,0,110000,1,2,1,42,1,2,0,0,2,44434,45395,50217,48199,0,1980,5987,2000,1,3027,0
18046,18046,0,0,30000,1,1,1,33,0,0,0,0,0,28639,30171,28572,0,1800,2300,1508,1000,0,0,0
18047,18047,0,0,50000,1,3,1,29,0,0,0,-1,-1,9907,9660,990,780,2000,1092,880,990,780,0,0
18048,18048,1,0,50000,1,2,2,30,-1,2,2,-2,-2,780,0,0,0,0,0,0,0,0,0,0
18051,18051,0,0,240000,1,2,2,46,0,0,0,0,0,49274,51171,54229,56191,3000,3000,3000,3000,3000,3000,0
18053,18053,0,0,290000,1,2,2,45,0,0,0,0,0,192933,174184,120754,236402,6755,6900,6733,5632,235024,8700,0
18058,18058,1,0,50000,1,2,1,35,0,0,2,2,0,7633,8562,8638,8851,2500,1200,0,500,500,500,0
18060,18060,0,0,400000,1,1,2,32,-1,-1,-1,-1,0,1610,566,16663,7873,1610,285,22240,4200,905,4607,0
18061,18061,0,0,240000,1,2,1,34,0,0,0,0,0,228893,232706,129889,123680,8544,9257,8583,4292,5133,4257,0
18065,18065,1,0,50000,1,3,1,41,0,0,2,0,0,12150,11670,2210,2406,10000,0,1036,79,232,110,0
18069,18069,0,0,260000,1,1,2,36,-2,-2,-2,-2,-2,5877,427,-73,-73,10000,10000,0,0,0,0,0
18073,18073,0,0,10000,1,2,2,29,1,2,2,2,0,9069,8019,5626,5621,1000,2000,1000,0,2000,1000,0
18080,18080,0,0,50000,1,2,2,42,0,0,0,0,0,50586,49200,18373,19187,3000,3000,3003,5000,2000,1500,0
18086,18086,0,1,130000,1,2,2,33,2,2,2,-1,-2,2183,2000,0,0,2000,13,700,0,0,0,1
18087,18087,1,0,360000,1,3,1,36,-2,-2,-2,-2,-2,1256,-9,0,0,1256,0,1849,0,0,0,0
18094,18094,0,0,240000,1,3,2,40,0,0,0,0,0,237034,242807,233115,239229,8491,9600,8896,10690,223765,9395,0
18095,18095,1,1,20000,1,1,2,42,3,2,2,3,3,1050,1050,1050,1050,0,0,0,0,0,0,1
18096,18096,0,0,300000,1,1,1,38,0,0,0,0,0,103759,90827,57682,35493,4511,3300,4505,4200,2500,25151,0
18097,18097,1,0,250000,1,1,2,41,-1,3,2,2,-2,173,1573,0,0,0,1400,0,0,0,0,0
18100,18100,1,1,30000,1,2,2,39,2,4,3,2,4,25305,24624,28807,27781,0,0,0,5288,0,0,1
18101,18101,1,1,240000,1,1,1,38,2,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
18102,18102,1,0,200000,1,2,1,40,0,0,3,2,2,172516,168401,174420,178485,21000,0,0,13000,7000,1170,0
18115,18115,0,0,130000,1,5,2,37,0,0,0,0,0,23040,20487,21617,22268,1617,1644,1654,774,1000,1021,0
18118,18118,0,0,200000,1,3,1,42,0,0,0,2,0,148467,153409,119025,115255,7000,14834,0,4575,4180,4634,0
18119,18119,0,0,210000,1,2,1,48,0,0,0,0,0,169351,163576,111606,120885,8100,7000,4000,5000,105015,4100,0
18122,18122,0,0,240000,1,1,2,38,0,0,0,0,2,2519,6646,3235,1612,2000,6500,0,5011,0,1834,0
18123,18123,0,0,150000,1,2,2,33,0,0,2,2,2,57297,52714,57311,56265,5000,0,4500,2500,0,2500,0
18124,18124,0,0,60000,1,2,2,35,0,0,0,0,0,35625,36701,37269,38000,1900,1953,3300,0,1430,1300,0
18125,18125,0,0,350000,1,2,1,37,0,0,0,0,0,221056,224591,259512,283724,7669,7957,35300,9247,29459,20000,0
18127,18127,0,0,160000,1,3,1,42,-1,0,0,0,0,89094,88956,64410,82919,30000,4326,4000,3000,20000,3500,0
18130,18130,1,0,270000,1,2,1,40,0,0,0,0,0,44610,46666,49574,50622,3036,3092,3111,2000,2000,2000,0
18135,18135,0,0,270000,1,1,1,38,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
18138,18138,0,0,100000,1,1,1,33,0,0,0,2,2,38219,42604,45576,46495,5000,5000,3000,2000,1800,1600,0
18139,18139,1,0,190000,1,1,2,32,0,0,0,0,0,191367,192221,99307,98753,15000,7171,5427,4000,3518,4758,0
